parse_run_id,task_id,filing_id,mineru_task_id,parser_name,parser_version,schema_version,rule_version,status,started_at,completed_at,quality_score,quality_summary,raw,created_at,updated_at
run_7dde0c35007ae0f9538a7ec5,9292da4e-0081-4378-81a1-685fad02d5a9,filing_2da0572331946c2c77eeac14,,mineru,3.1.2,1,financial_rules_v14,,,,98,"{""warnings"": [""发现 21 张可疑表样本，建议在前端“优先复核表”中逐项打开可视化溯源。""], ""table_count"": 362, ""found_sections"": [""重要提示"", ""公司简介"", ""主要财务指标"", ""管理层讨论与分析"", ""公司治理"", ""重要事项"", ""股份变动"", ""财务报告""], ""image_ref_count"": 2, ""empty_cell_count"": 4384, ""fact_table_count"": 350, ""missing_sections"": [], ""dimension_table_count"": 12, ""found_financial_tables"": [""主要会计数据"", ""主要财务指标"", ""非经常性损益"", ""资产负债表"", ""利润表"", ""现金流量表"", ""所有者权益变动表""], ""single_row_table_count"": 2}","{""task"": {""stage"": null, ""status"": null, ""task_id"": ""9292da4e-0081-4378-81a1-685fad02d5a9"", ""filename"": ""上海电气：上海电气2025年年度报告.pdf"", ""created_at"": null, ""completed_at"": null, ""submit_config"": {}, ""mineru_task_id"": null, ""pdf_page_count"": null}, ""result_payload_summary"": {""backend"": ""hybrid-http-client"", ""version"": ""3.1.2"", ""file_keys"": [""content_list"", ""images"", ""md_content"", ""middle_json"", ""model_output""], ""result_file"": ""上海电气：上海电气2025年年度报告""}}",2026-05-16 03:51:10.826488+00,2026-05-16 03:51:10.826488+00
run_7df928131a61a5d166035d08,00113ac5-d12a-402a-b709-a2db02eea12c,filing_89fbfc92dec9f29c2fffc540,,mineru,3.1.2,1,financial_rules_v14,,,,96,"{""warnings"": [""单行/空壳表格比例偏高，建议用中间 JSON 和页面截图复核表格漏识别。"", ""发现 30 张可疑表样本，建议在前端“优先复核表”中逐项打开可视化溯源。""], ""table_count"": 417, ""found_sections"": [""重要提示"", ""公司简介"", ""主要财务指标"", ""管理层讨论与分析"", ""公司治理"", ""重要事项"", ""股份变动"", ""财务报告""], ""image_ref_count"": 1, ""empty_cell_count"": 4849, ""fact_table_count"": 396, ""missing_sections"": [], ""dimension_table_count"": 21, ""found_financial_tables"": [""主要会计数据"", ""主要财务指标"", ""非经常性损益"", ""资产负债表"", ""利润表"", ""现金流量表"", ""所有者权益变动表""], ""single_row_table_count"": 98}","{""task"": {""stage"": null, ""status"": null, ""task_id"": ""00113ac5-d12a-402a-b709-a2db02eea12c"", ""filename"": ""茂硕电源：2025年年度报告.pdf"", ""created_at"": null, ""completed_at"": null, ""submit_config"": {}, ""mineru_task_id"": null, ""pdf_page_count"": null}, ""result_payload_summary"": {""backend"": ""hybrid-http-client"", ""version"": ""3.1.2"", ""file_keys"": [""content_list"", ""images"", ""md_content"", ""middle_json"", ""model_output""], ""result_file"": ""茂硕电源：2025年年度报告""}}",2026-05-16 03:49:11.688778+00,2026-05-16 03:50:36.522022+00
run_94215b6601659cb2dd44a8f1,7f80cc1c-1533-4a52-857d-8b9c6f7c7009,filing_283cc29932a95ef7c879a3e6,,mineru,3.1.2,1,financial_rules_v14,,,,98,"{""warnings"": [""发现 30 张可疑表样本，建议在前端“优先复核表”中逐项打开可视化溯源。""], ""table_count"": 484, ""found_sections"": [""重要提示"", ""公司简介"", ""主要财务指标"", ""管理层讨论与分析"", ""公司治理"", ""重要事项"", ""股份变动"", ""财务报告""], ""image_ref_count"": 3, ""empty_cell_count"": 6916, ""fact_table_count"": 457, ""missing_sections"": [], ""dimension_table_count"": 27, ""found_financial_tables"": [""主要会计数据"", ""主要财务指标"", ""非经常性损益"", ""资产负债表"", ""利润表"", ""现金流量表"", ""所有者权益变动表""], ""single_row_table_count"": 12}","{""task"": {""stage"": null, ""status"": null, ""task_id"": ""7f80cc1c-1533-4a52-857d-8b9c6f7c7009"", ""filename"": ""海尔智家：海尔智家股份有限公司2025年年度报告.pdf"", ""created_at"": null, ""completed_at"": null, ""submit_config"": {}, ""mineru_task_id"": null, ""pdf_page_count"": null}, ""result_payload_summary"": {""backend"": ""hybrid-http-client"", ""version"": ""3.1.2"", ""file_keys"": [""content_list"", ""images"", ""md_content"", ""middle_json"", ""model_output""], ""result_file"": ""海尔智家：海尔智家股份有限公司2025年年度报告""}}",2026-05-16 03:51:05.636173+00,2026-05-16 03:51:05.636173+00
run_946e7716053057b0cae59d49,9b7f6636-519f-42be-affb-2b5bd8571d8d,filing_6df603c97a63630bf442a9ae,,mineru,3.1.2,1,financial_rules_v14,,,,98,"{""warnings"": [""发现 30 张可疑表样本，建议在前端“优先复核表”中逐项打开可视化溯源。""], ""table_count"": 421, ""found_sections"": [""重要提示"", ""公司简介"", ""主要财务指标"", ""管理层讨论与分析"", ""公司治理"", ""重要事项"", ""股份变动"", ""财务报告""], ""image_ref_count"": 7, ""empty_cell_count"": 5657, ""fact_table_count"": 400, ""missing_sections"": [], ""dimension_table_count"": 21, ""found_financial_tables"": [""主要会计数据"", ""主要财务指标"", ""非经常性损益"", ""资产负债表"", ""利润表"", ""现金流量表"", ""所有者权益变动表""], ""single_row_table_count"": 4}","{""task"": {""stage"": null, ""status"": null, ""task_id"": ""9b7f6636-519f-42be-affb-2b5bd8571d8d"", ""filename"": ""明星电力：四川明星电力股份有限公司2025年年度报告.pdf"", ""created_at"": null, ""completed_at"": null, ""submit_config"": {}, ""mineru_task_id"": null, ""pdf_page_count"": null}, ""result_payload_summary"": {""backend"": ""hybrid-http-client"", ""version"": ""3.1.2"", ""file_keys"": [""content_list"", ""images"", ""md_content"", ""middle_json"", ""model_output""], ""result_file"": ""明星电力：四川明星电力股份有限公司2025年年度报告""}}",2026-05-16 03:51:12.581944+00,2026-05-16 03:51:12.581944+00
run_b7d6515408aeb04b80a6ed82,0f6bcacd-b4c5-44dc-975c-28728e40eb8d,filing_8795dd4f5204454fd7083e73,,mineru,3.1.2,1,financial_rules_v14,,,,98,"{""warnings"": [""发现 9 张可疑表样本，建议在前端“优先复核表”中逐项打开可视化溯源。""], ""table_count"": 247, ""found_sections"": [""重要提示"", ""公司简介"", ""主要财务指标"", ""管理层讨论与分析"", ""公司治理"", ""重要事项"", ""股份变动"", ""财务报告""], ""image_ref_count"": 2, ""empty_cell_count"": 678, ""fact_table_count"": 236, ""missing_sections"": [], ""dimension_table_count"": 11, ""found_financial_tables"": [""主要会计数据"", ""主要财务指标"", ""非经常性损益"", ""资产负债表"", ""利润表"", ""现金流量表"", ""所有者权益变动表""], ""single_row_table_count"": 0}","{""task"": {""stage"": null, ""status"": null, ""task_id"": ""0f6bcacd-b4c5-44dc-975c-28728e40eb8d"", ""filename"": ""卧龙电驱：卧龙电驱2025年年度报告.pdf"", ""created_at"": null, ""completed_at"": null, ""submit_config"": {}, ""mineru_task_id"": null, ""pdf_page_count"": null}, ""result_payload_summary"": {""backend"": ""hybrid-http-client"", ""version"": ""3.1.2"", ""file_keys"": [""content_list"", ""images"", ""md_content"", ""middle_json"", ""model_output""], ""result_file"": ""卧龙电驱：卧龙电驱2025年年度报告""}}",2026-05-16 03:50:41.995948+00,2026-05-16 03:50:41.995948+00
run_c15c6a8e47445cce51075040,feee329b-01dc-499e-8863-749b9e2e5d6e,filing_3c67eb7c3e77f1c7095c5f1a,,mineru,3.1.2,1,financial_rules_v14,,,,98,"{""warnings"": [""发现 30 张可疑表样本，建议在前端“优先复核表”中逐项打开可视化溯源。""], ""table_count"": 263, ""found_sections"": [""重要提示"", ""公司简介"", ""主要财务指标"", ""管理层讨论与分析"", ""公司治理"", ""重要事项"", ""股份变动"", ""财务报告""], ""image_ref_count"": 2, ""empty_cell_count"": 5303, ""fact_table_count"": 252, ""missing_sections"": [], ""dimension_table_count"": 11, ""found_financial_tables"": [""主要会计数据"", ""主要财务指标"", ""非经常性损益"", ""资产负债表"", ""利润表"", ""现金流量表"", ""所有者权益变动表""], ""single_row_table_count"": 2}","{""task"": {""stage"": null, ""status"": null, ""task_id"": ""feee329b-01dc-499e-8863-749b9e2e5d6e"", ""filename"": ""华数传媒：2025年年度报告.pdf"", ""created_at"": null, ""completed_at"": null, ""submit_config"": {}, ""mineru_task_id"": null, ""pdf_page_count"": null}, ""result_payload_summary"": {""backend"": ""hybrid-http-client"", ""version"": ""3.1.2"", ""file_keys"": [""content_list"", ""images"", ""md_content"", ""middle_json"", ""model_output""], ""result_file"": ""华数传媒：2025年年度报告""}}",2026-05-16 03:51:40.808227+00,2026-05-16 03:51:40.808227+00
run_c23b8685f3cb404c4d6eca25,81c2bc2f-21db-4785-b7db-d30e359063d1,filing_e9ec1f4dede308b5d86b9c06,,mineru,3.1.2,1,financial_rules_v14,,,,98,"{""warnings"": [""发现 15 张可疑表样本，建议在前端“优先复核表”中逐项打开可视化溯源。""], ""table_count"": 237, ""found_sections"": [""重要提示"", ""公司简介"", ""主要财务指标"", ""管理层讨论与分析"", ""公司治理"", ""重要事项"", ""股份变动"", ""财务报告""], ""image_ref_count"": 2, ""empty_cell_count"": 3269, ""fact_table_count"": 225, ""missing_sections"": [], ""dimension_table_count"": 12, ""found_financial_tables"": [""主要会计数据"", ""主要财务指标"", ""非经常性损益"", ""资产负债表"", ""利润表"", ""现金流量表"", ""所有者权益变动表""], ""single_row_table_count"": 1}","{""task"": {""stage"": null, ""status"": null, ""task_id"": ""81c2bc2f-21db-4785-b7db-d30e359063d1"", ""filename"": ""抚顺特钢：抚顺特钢：2025年年度报告.pdf"", ""created_at"": null, ""completed_at"": null, ""submit_config"": {}, ""mineru_task_id"": null, ""pdf_page_count"": null}, ""result_payload_summary"": {""backend"": ""hybrid-http-client"", ""version"": ""3.1.2"", ""file_keys"": [""content_list"", ""images"", ""md_content"", ""middle_json"", ""model_output""], ""result_file"": ""抚顺特钢：抚顺特钢：2025年年度报告""}}",2026-05-16 03:51:06.570285+00,2026-05-16 03:51:06.570285+00
run_c2562fd3e767ae22020d1245,5bf87bcd-5ff1-4c82-aba4-4bbe057e6450,filing_4edc8b7f7e0e061e327b2a3e,,mineru,3.1.2,1,financial_rules_v14,,,,98,"{""warnings"": [""发现 16 张可疑表样本，建议在前端“优先复核表”中逐项打开可视化溯源。""], ""table_count"": 194, ""found_sections"": [""重要提示"", ""公司简介"", ""主要财务指标"", ""管理层讨论与分析"", ""公司治理"", ""重要事项"", ""股份变动"", ""财务报告""], ""image_ref_count"": 1, ""empty_cell_count"": 3974, ""fact_table_count"": 184, ""missing_sections"": [], ""dimension_table_count"": 10, ""found_financial_tables"": [""主要会计数据"", ""主要财务指标"", ""非经常性损益"", ""资产负债表"", ""利润表"", ""现金流量表"", ""所有者权益变动表""], ""single_row_table_count"": 0}","{""task"": {""stage"": null, ""status"": null, ""task_id"": ""5bf87bcd-5ff1-4c82-aba4-4bbe057e6450"", ""filename"": ""东港股份：2025年年度报告.pdf"", ""created_at"": null, ""completed_at"": null, ""submit_config"": {}, ""mineru_task_id"": null, ""pdf_page_count"": null}, ""result_payload_summary"": {""backend"": ""hybrid-http-client"", ""version"": ""3.1.2"", ""file_keys"": [""content_list"", ""images"", ""md_content"", ""middle_json"", ""model_output""], ""result_file"": ""东港股份：2025年年度报告""}}",2026-05-16 03:50:57.427278+00,2026-05-16 03:50:57.427278+00
run_d53ab591ea1db2c5281ec37a,f0b7c568-feb1-4716-a09e-3199af7651fa,filing_143c34f484aa8cf62d09426b,,mineru,3.1.2,1,financial_rules_v14,,,,98,"{""warnings"": [""发现 30 张可疑表样本，建议在前端“优先复核表”中逐项打开可视化溯源。""], ""table_count"": 358, ""found_sections"": [""重要提示"", ""公司简介"", ""主要财务指标"", ""管理层讨论与分析"", ""公司治理"", ""重要事项"", ""股份变动"", ""财务报告""], ""image_ref_count"": 2, ""empty_cell_count"": 4645, ""fact_table_count"": 349, ""missing_sections"": [], ""dimension_table_count"": 9, ""found_financial_tables"": [""主要会计数据"", ""主要财务指标"", ""非经常性损益"", ""资产负债表"", ""利润表"", ""现金流量表"", ""所有者权益变动表""], ""single_row_table_count"": 2}","{""task"": {""stage"": null, ""status"": null, ""task_id"": ""f0b7c568-feb1-4716-a09e-3199af7651fa"", ""filename"": ""舍得酒业：舍得酒业2025年年度报告.pdf"", ""created_at"": null, ""completed_at"": null, ""submit_config"": {}, ""mineru_task_id"": null, ""pdf_page_count"": null}, ""result_payload_summary"": {""backend"": ""hybrid-http-client"", ""version"": ""3.1.2"", ""file_keys"": [""content_list"", ""images"", ""md_content"", ""middle_json"", ""model_output""], ""result_file"": ""舍得酒业：舍得酒业2025年年度报告""}}",2026-05-16 03:51:35.16849+00,2026-05-16 03:51:35.16849+00
run_e8e981a958a41a4eaed13bc0,7b8d28e6-8db0-4dae-9a69-2d004d3457af,filing_f71a2e28cedc60c252ab55d0,,mineru,3.1.2,1,financial_rules_v14,,,,98,"{""warnings"": [""发现 4 张可疑表样本，建议在前端“优先复核表”中逐项打开可视化溯源。""], ""table_count"": 259, ""found_sections"": [""重要提示"", ""公司简介"", ""主要财务指标"", ""管理层讨论与分析"", ""公司治理"", ""重要事项"", ""股份变动"", ""财务报告""], ""image_ref_count"": 0, ""empty_cell_count"": 194, ""fact_table_count"": 249, ""missing_sections"": [], ""dimension_table_count"": 10, ""found_financial_tables"": [""主要会计数据"", ""主要财务指标"", ""非经常性损益"", ""资产负债表"", ""利润表"", ""现金流量表"", ""所有者权益变动表""], ""single_row_table_count"": 0}","{""task"": {""stage"": null, ""status"": null, ""task_id"": ""7b8d28e6-8db0-4dae-9a69-2d004d3457af"", ""filename"": ""中芯国际：中芯国际2025年年度报告.pdf"", ""created_at"": null, ""completed_at"": null, ""submit_config"": {}, ""mineru_task_id"": null, ""pdf_page_count"": null}, ""result_payload_summary"": {""backend"": ""hybrid-http-client"", ""version"": ""3.1.2"", ""file_keys"": [""content_list"", ""images"", ""md_content"", ""middle_json"", ""model_output""], ""result_file"": ""中芯国际：中芯国际2025年年度报告""}}",2026-05-16 03:51:04.466044+00,2026-05-16 03:51:04.466044+00
run_edcfb20e08c692573fe528df,8e4b4f51-5241-4fb4-be3e-c7edd33b7cad,filing_1fb69fc2b0b1f17012ea09b5,,mineru,3.1.2,1,financial_rules_v14,,,,98,"{""warnings"": [""发现 30 张可疑表样本，建议在前端“优先复核表”中逐项打开可视化溯源。""], ""table_count"": 410, ""found_sections"": [""重要提示"", ""公司简介"", ""主要财务指标"", ""管理层讨论与分析"", ""公司治理"", ""重要事项"", ""股份变动"", ""财务报告""], ""image_ref_count"": 11, ""empty_cell_count"": 5509, ""fact_table_count"": 392, ""missing_sections"": [], ""dimension_table_count"": 18, ""found_financial_tables"": [""主要会计数据"", ""主要财务指标"", ""非经常性损益"", ""资产负债表"", ""利润表"", ""现金流量表"", ""所有者权益变动表""], ""single_row_table_count"": 4}","{""task"": {""stage"": null, ""status"": null, ""task_id"": ""8e4b4f51-5241-4fb4-be3e-c7edd33b7cad"", ""filename"": ""中国巨石：中国巨石2025年年度报告.pdf"", ""created_at"": null, ""completed_at"": null, ""submit_config"": {}, ""mineru_task_id"": null, ""pdf_page_count"": null}, ""result_payload_summary"": {""backend"": ""hybrid-http-client"", ""version"": ""3.1.2"", ""file_keys"": [""content_list"", ""images"", ""md_content"", ""middle_json"", ""model_output""], ""result_file"": ""中国巨石：中国巨石2025年年度报告""}}",2026-05-16 03:51:09.746469+00,2026-05-16 03:51:09.746469+00
run_ee21535c0e1eede6f0812d47,5ca20214-360c-4849-a455-eabc65ea2c90,filing_f71a2e28cedc60c252ab55d0,,mineru,3.1.2,1,financial_rules_v14,,,,98,"{""warnings"": [""发现 4 张可疑表样本，建议在前端“优先复核表”中逐项打开可视化溯源。""], ""table_count"": 259, ""found_sections"": [""重要提示"", ""公司简介"", ""主要财务指标"", ""管理层讨论与分析"", ""公司治理"", ""重要事项"", ""股份变动"", ""财务报告""], ""image_ref_count"": 0, ""empty_cell_count"": 194, ""fact_table_count"": 249, ""missing_sections"": [], ""dimension_table_count"": 10, ""found_financial_tables"": [""主要会计数据"", ""主要财务指标"", ""非经常性损益"", ""资产负债表"", ""利润表"", ""现金流量表"", ""所有者权益变动表""], ""single_row_table_count"": 0}","{""task"": {""stage"": null, ""status"": null, ""task_id"": ""5ca20214-360c-4849-a455-eabc65ea2c90"", ""filename"": ""中芯国际：中芯国际2025年年度报告.pdf"", ""created_at"": null, ""completed_at"": null, ""submit_config"": {}, ""mineru_task_id"": null, ""pdf_page_count"": null}, ""result_payload_summary"": {""backend"": ""hybrid-http-client"", ""version"": ""3.1.2"", ""file_keys"": [""content_list"", ""images"", ""md_content"", ""middle_json"", ""model_output""], ""result_file"": ""中芯国际：中芯国际2025年年度报告""}}",2026-05-16 03:50:57.638865+00,2026-05-16 03:50:57.638865+00
run_f3c67d84d44d5b600691a9fc,f4dead73-e0de-42b4-b1b7-d8cf217214ee,filing_eae69290434fa7da28108e80,,mineru,3.1.2,1,financial_rules_v14,,,,98,"{""warnings"": [""发现 10 张可疑表样本，建议在前端“优先复核表”中逐项打开可视化溯源。""], ""table_count"": 272, ""found_sections"": [""重要提示"", ""公司简介"", ""主要财务指标"", ""管理层讨论与分析"", ""公司治理"", ""重要事项"", ""股份变动"", ""财务报告""], ""image_ref_count"": 2, ""empty_cell_count"": 1511, ""fact_table_count"": 260, ""missing_sections"": [], ""dimension_table_count"": 12, ""found_financial_tables"": [""主要会计数据"", ""主要财务指标"", ""非经常性损益"", ""资产负债表"", ""利润表"", ""现金流量表"", ""所有者权益变动表""], ""single_row_table_count"": 3}","{""task"": {""stage"": null, ""status"": null, ""task_id"": ""f4dead73-e0de-42b4-b1b7-d8cf217214ee"", ""filename"": ""美的集团：2025年年度报告.pdf"", ""created_at"": null, ""completed_at"": null, ""submit_config"": {}, ""mineru_task_id"": null, ""pdf_page_count"": null}, ""result_payload_summary"": {""backend"": ""hybrid-http-client"", ""version"": ""3.1.2"", ""file_keys"": [""content_list"", ""images"", ""md_content"", ""middle_json"", ""model_output""], ""result_file"": ""美的集团：2025年年度报告""}}",2026-05-16 03:51:36.772944+00,2026-05-16 03:51:36.772944+00
